@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
307,'2025/10/01 22:29:06:465',3,61,0,109,22,0.933227,0.560459,0.791331
308,'2025/10/01 22:29:06:511',3,60,0,109,21,0.933227,0.560459,0.791331
309,'2025/10/01 22:29:06:568',3,60,0,107,25,0.933227,0.560459,0.791331
310,'2025/10/01 22:29:06:635',3,60,0,107,24,0.933227,0.560459,0.791331
311,'2025/10/01 22:29:06:689',3,59,0,107,27,0.933227,0.560459,0.791331
312,'2025/10/01 22:29:06:768',3,59,0,107,28,0.933227,0.560459,0.791331
313,'2025/10/01 22:29:06:812',3,59,0,102,29,0.933227,0.560459,0.791331
314,'2025/10/01 22:29:06:899',3,59,0,102,28,0.933227,0.560459,0.791331
315,'2025/10/01 22:29:06:965',3,59,0,103,28,0.933227,0.560459,0.791331
316,'2025/10/01 22:29:07:025',3,59,0,103,28,0.933227,0.560459,0.791331
317,'2025/10/01 22:29:07:082',3,59,0,103,27,0.933227,0.560459,0.791331
318,'2025/10/01 22:29:07:148',3,59,0,103,27,0.933227,0.560459,0.791331
319,'2025/10/01 22:29:07:205',3,59,0,108,27,0.933227,0.560459,0.791331
320,'2025/10/01 22:29:07:260',3,59,0,104,27,0.933227,0.560459,0.791331
321,'2025/10/01 22:29:07:343',3,59,0,104,27,0.933227,0.560459,0.791331
322,'2025/10/01 22:29:07:393',3,59,0,104,27,0.933227,0.560459,0.791331
323,'2025/10/01 22:29:07:439',3,59,0,108,27,0.933227,0.560459,0.791331
324,'2025/10/01 22:29:07:500',3,59,0,104,27,0.933227,0.560459,0.791331
325,'2025/10/01 22:29:07:560',3,59,0,104,27,0.933227,0.560459,0.791331
326,'2025/10/01 22:29:07:634',3,59,0,104,27,0.933227,0.560459,0.791331
327,'2025/10/01 22:29:07:691',3,59,0,104,27,0.933227,0.560459,0.791331
328,'2025/10/01 22:29:07:739',3,59,0,106,27,0.933227,0.560459,0.791331
329,'2025/10/01 22:29:07:828',3,59,0,105,27,0.933227,0.560459,0.791331
330,'2025/10/01 22:29:07:895',3,59,0,104,27,0.933227,0.560459,0.791331
331,'2025/10/01 22:29:07:964',3,59,0,104,27,0.933227,0.560459,0.791331
332,'2025/10/01 22:29:08:031',3,59,0,105,26,0.933227,0.560459,0.791331
333,'2025/10/01 22:29:08:086',3,59,0,105,26,0.933227,0.560459,0.791331
334,'2025/10/01 22:29:08:156',3,59,0,105,26,0.933227,0.560459,0.791331
335,'2025/10/01 22:29:08:217',3,59,0,105,26,0.933227,0.560459,0.791331
336,'2025/10/01 22:29:08:292',3,59,0,106,26,0.933227,0.560459,0.791331
337,'2025/10/01 22:29:08:341',3,59,0,108,27,0.933227,0.560459,0.791331
338,'2025/10/01 22:29:08:431',3,59,0,105,27,0.933227,0.560459,0.791331
339,'2025/10/01 22:29:08:502',3,59,0,105,27,0.933227,0.560459,0.791331
340,'2025/10/01 22:29:08:563',3,59,0,106,27,0.933227,0.560459,0.791331
341,'2025/10/01 22:29:08:622',3,59,0,106,27,0.933227,0.560459,0.791331
342,'2025/10/01 22:29:08:694',3,59,0,105,27,0.933227,0.560459,0.791331
343,'2025/10/01 22:29:08:754',3,59,0,105,28,0.933227,0.560459,0.791331
344,'2025/10/01 22:29:08:809',3,59,0,108,28,0.933227,0.560459,0.791331
345,'2025/10/01 22:29:08:879',3,59,0,105,28,0.933227,0.560459,0.791331
346,'2025/10/01 22:29:08:939',3,59,0,104,28,0.933227,0.560459,0.791331
347,'2025/10/01 22:29:09:012',3,59,0,105,28,0.933227,0.560459,0.791331
348,'2025/10/01 22:29:09:067',3,59,0,105,28,0.933227,0.560459,0.791331
349,'2025/10/01 22:29:09:121',3,59,0,104,28,0.933227,0.560459,0.791331
350,'2025/10/01 22:29:09:205',3,59,0,104,28,0.933227,0.560459,0.791331
351,'2025/10/01 22:29:09:268',3,59,0,104,28,0.933227,0.560459,0.791331
352,'2025/10/01 22:29:09:331',3,59,0,107,28,0.933227,0.560459,0.791331
353,'2025/10/01 22:29:09:388',3,59,0,107,27,0.933227,0.560459,0.791331
354,'2025/10/01 22:29:09:462',3,59,0,104,27,0.933227,0.560459,0.791331
355,'2025/10/01 22:29:09:536',3,59,0,104,27,0.933227,0.560459,0.791331
356,'2025/10/01 22:29:09:598',3,59,0,105,27,0.933227,0.560459,0.791331
357,'2025/10/01 22:29:09:666',3,59,0,104,27,0.933227,0.560459,0.791331
358,'2025/10/01 22:29:09:715',3,59,0,104,27,0.933227,0.560459,0.791331
359,'2025/10/01 22:29:09:805',3,59,0,105,27,0.933227,0.560459,0.791331
360,'2025/10/01 22:29:09:872',3,59,0,105,27,0.933227,0.560459,0.791331
361,'2025/10/01 22:29:09:934',3,59,0,105,27,0.933227,0.560459,0.791331
362,'2025/10/01 22:29:09:985',3,56,0,105,27,0.933227,0.560459,0.791331
363,'2025/10/01 22:29:10:058',3,59,0,104,26,0.933227,0.560459,0.791331
364,'2025/10/01 22:29:10:107',3,59,0,104,26,0.933227,0.560459,0.791331
365,'2025/10/01 22:29:10:188',3,59,0,104,26,0.933227,0.560459,0.791331
366,'2025/10/01 22:29:10:247',3,59,0,104,26,0.933227,0.560459,0.791331
367,'2025/10/01 22:29:10:286',3,59,0,104,26,0.933227,0.560459,0.791331
368,'2025/10/01 22:29:10:350',3,59,0,104,26,0.933227,0.560459,0.791331
369,'2025/10/01 22:29:10:409',3,59,0,104,26,0.933227,0.560459,0.791331
370,'2025/10/01 22:29:10:484',3,59,0,104,26,0.933227,0.560459,0.791331
371,'2025/10/01 22:29:10:554',3,59,0,104,26,0.933227,0.560459,0.791331
372,'2025/10/01 22:29:10:622',3,59,0,104,26,0.933227,0.560459,0.791331
373,'2025/10/01 22:29:10:688',3,59,0,104,26,0.933227,0.560459,0.791331
374,'2025/10/01 22:29:10:758',3,59,0,104,26,0.933227,0.560459,0.791331
375,'2025/10/01 22:29:10:823',3,59,0,105,26,0.933227,0.560459,0.791331
376,'2025/10/01 22:29:10:902',3,59,0,105,26,0.933227,0.560459,0.791331
377,'2025/10/01 22:29:10:944',3,59,0,108,26,0.933227,0.560459,0.791331
378,'2025/10/01 22:29:11:014',3,59,0,105,27,0.933227,0.560459,0.791331
379,'2025/10/01 22:29:11:070',3,59,0,105,27,0.933227,0.560459,0.791331
380,'2025/10/01 22:29:11:122',3,59,0,106,27,0.933227,0.560459,0.791331
381,'2025/10/01 22:29:11:188',3,59,0,107,28,0.933227,0.560459,0.791331
382,'2025/10/01 22:29:11:246',3,59,0,104,27,0.933227,0.560459,0.791331
383,'2025/10/01 22:29:11:310',3,59,0,104,27,0.933227,0.560459,0.791331
384,'2025/10/01 22:29:11:367',3,59,0,105,27,0.933227,0.560459,0.791331
385,'2025/10/01 22:29:11:441',3,59,0,105,27,0.933227,0.560459,0.791331
386,'2025/10/01 22:29:11:502',3,59,0,105,27,0.933227,0.560459,0.791331
387,'2025/10/01 22:29:11:546',3,59,0,105,27,0.933227,0.560459,0.791331
388,'2025/10/01 22:29:11:616',3,59,0,106,28,0.933227,0.560459,0.791331
389,'2025/10/01 22:29:11:678',3,59,0,104,28,0.933227,0.560459,0.791331
390,'2025/10/01 22:29:11:723',3,59,0,104,28,0.933227,0.560459,0.791331
391,'2025/10/01 22:29:11:788',3,59,0,105,28,0.933227,0.560459,0.791331
392,'2025/10/01 22:29:11:850',3,59,0,105,28,0.933227,0.560459,0.791331
393,'2025/10/01 22:29:11:916',3,59,0,105,28,0.933227,0.560459,0.791331
394,'2025/10/01 22:29:11:971',3,59,0,105,28,0.933227,0.560459,0.791331
395,'2025/10/01 22:29:12:024',3,59,0,105,28,0.933227,0.560459,0.791331
396,'2025/10/01 22:29:12:086',3,59,0,105,28,0.933227,0.560459,0.791331
397,'2025/10/01 22:29:12:156',3,59,0,105,28,0.933227,0.560459,0.791331
398,'2025/10/01 22:29:12:204',3,59,0,105,27,0.933227,0.560459,0.791331
399,'2025/10/01 22:29:12:267',3,59,0,111,51,0.933227,0.560459,0.791331
400,'2025/10/01 22:29:12:326',3,56,0,111,51,0.933227,0.560459,0.791331
401,'2025/10/01 22:29:12:393',3,56,0,111,59,0.933227,0.560459,0.791331
402,'2025/10/01 22:29:12:460',3,56,0,111,62,0.933227,0.560459,0.791331
403,'2025/10/01 22:29:12:504',3,56,0,111,62,0.933227,0.560459,0.791331
404,'2025/10/01 22:29:12:563',3,56,0,110,63,0.933227,0.560459,0.791331
405,'2025/10/01 22:29:12:632',3,56,0,110,63,0.933227,0.560459,0.791331
406,'2025/10/01 22:29:12:689',3,56,0,110,63,0.933227,0.560459,0.791331
407,'2025/10/01 22:29:12:753',3,56,0,109,63,0.933227,0.560459,0.791331
408,'2025/10/01 22:29:12:802',3,55,0,108,64,0.933227,0.560459,0.791331
409,'2025/10/01 22:29:12:882',3,53,0,107,63,0.933227,0.560459,0.791331
